route name,sector name,grade,ascents,stars
rafabollikikecao,Valle de la madera,7C,1,0
LAF-b11-l14,La fuente,6A,1,0
ENA -B13-L6,Entre aguas,7A,1,3
Lena,Techos,6C,1,1
PEN-B13-L1,Peninsula,6A,1,1
B1-L5,Entre aguas,6C,1,1
B11-L1,Entre aguas,6B+,1,0
Muro ñaspas,Tierra media,7A,1,0
El chocho china,Unknown Crag,7A,1,0
Savassona Trave,Arrastradero,7B,1,0
VDM-B6-L1,Unknown Crag,7A,1,0
conan,Unknown Crag,7C+,1,0
Iberia sumergida de pie,Peninsula,7A+,1,0
El patito,Peninsula,6A,1,3
docteur zoiberg,La fuente,7B,1,3
a obscura,Techos,7A+,1,0
el mito de la caverna sit,Peninsula,8A,1,0
Kurtis Projekt,Unknown Crag,7A+,1,0
Mono,Psicokiller,7C,1,5
Iice,Arrastradero,6C,1,5
Bloque 11 1,Arrastradero,6A,1,3
Bloque 11 2,Arrastradero,6A,1,5
Bloque 7 - 1,Techos,6A,1,0
Bloque 18 - 9,Techos,6B,1,3
Bloque 17 - 2,Techos,7A+,1,3
alba (sit),Unknown Crag,7A,1,5
La trave de Jose por abajo,Arrastradero,6B,1,0
Lance borda el campus,Arrastradero,6C+,1,0
Alvariña,Techos,6A+,1,5
El esperitu del vino,Mezquita,7A+,1,1
PAR-B15-L5,Parking,6B+,1,5
El empaine encantado (sit),Arrastradero,7A+,1,5
linea en zig zag,Arrastradero,7A,1,0
Dos mandingos y un destino,Entre aguas,7B,1,0
N.N.,entrre aguas,7A,1,5
Gayhetero,Entreaguas,6A,1,5
Recalentamiento global,Entreaguas,6C,1,5
Pancanario,Techos,7A,1,0
El Arlechin,Peninsula,7B,1,3
linea zig zag,Arrastradero,7A,1,5
B11-L2,Arrastradero,6A,1,5
B10-Peldaños,Arrastradero,3C,1,5
B11-L1,Arrastradero,6A,1,5
B10-L6,Arrastradero,4C,1,5
B10-Volumen,Arrastradero,3C,1,3
B10-L7,Arrastradero,5C,1,5
B7-L3,Psicokiller,6A,1,5
B7-L1,Techos,6A,1,5
La exprimidora,Bezas,7A+,1,3
Par-b18-l8,Parking,6B,1,3
El apeadero,Unknown Crag,8A,1,0
La dieta del mendieta,Aeroline,6C,1,0
yin yang,Arrastradero,7A+,1,0
la campaña topout,Techos,7A+,1,0
N.N. (boulder 9),Aeroline,5B,1,0
Gorrilas,Techos 2,7A+,1,0
Atom,Tierra media,6A+,1,0
La resaca,Entre aguas,6A,1,0
Nostalgia,Unknown Crag,7A,1,0
flash,Entre aguas,7B,1,0
Savassona,Arrastradero,6C,1,0
TEC-B18-L5 6B+,Unknown Crag,6B+,1,0
Mazinguer Z,Unknown Crag,6A+,1,0
Xalaparta,Arrastradero,7A+,1,0
Esperanza st.,Unknown Crag,7A,1,0
Astronave Variant,Unknown Crag,8A+,1,0
El Danis,Unknown Crag,7C+,1,0
PAR-B15-L3,Cabrerizo,6B+,1,0
Fontenblistico,La fuente,7B,1,0
Zarzamora de peu,Parking,7A,1,0
Guebrentamentes st.,Unknown Crag,7A+,1,0
Techo don peppo Left,Unknown Crag,7C,1,0
feeling rewing,Tierra Baja,7C+,1,0
Paz Interior,Techos,6C,1,0
periñan del campo,Tierra Baja,7A+,1,0
campanario direct,Techos,7C,1,5
el duende,Colmenas,7B,1,1
el guiarro,Aeroline,6A+,1,3
opio,Belleza,6A+,1,0
la vida no es de color de rosa,Arrastradero,7B,1,0
figure four,plato de sol,6C+,1,5
ARR-B20-L2,Arrastradero,6A,1,5
ARR-B20-L5,Arrastradero,5C,1,3
ARR-B32-L3,Arrastradero,5C,1,5
ARR-B32-L7,Arrastradero,5C,1,5
B1-L1,Parquing,6A,1,5
B4-L1,Parquing,6A+,1,3
B39-L2,Arrastradero,6B,1,5
B36-L2,Arrastradero,6A+,1,5
B50-L1,Arrastradero,6C,1,5
Tacto,Arrastradero,6A+,1,0
Palpitaciones,Arrastradero,6A,1,0
Evolution directo,Unknown Crag,7C+,1,0
fight club ss,Unknown Crag,7C,1,0
txapelita 2,Unknown Crag,8A,1,3
Redención,Parking,7A+,1,5
VDM-B35-L4,Unknown Crag,7A,1,5
Motives Personales,Unknown Crag,7B+,1,0
Pintures buldestres,Unknown Crag,7B+,1,0
Maximo exponente,"V,madera",7A,1,0
El Bidedo de Iker,T.Media,7C,1,0
trave roci peninsula,Peninsula,7A,1,5
PAR-B3-L6,Parking,4C,1,0
PAR-B6-L4,Parking,6A+,1,0
farreli,La fuente,5B,1,0
La manzanilla,Arrastradero,6B+,1,1
Zig-Zag,Techos,7A,1,5
N.N.,Entre aqua,7A,1,5
Trave de don pepo,Cabrerizo,7A,1,0
TMA b19 I3,Tierra media,7A,1,5
La Siesta,Techo don pepo,3A,1,1
Holiday,Techo don pepo,3A,1,0
Boulder queen,Techo don pepo,5C,1,0
Hocico,Arrastradero,5A,1,1
Viernes 13,Entre aguas,4A,1,0
Trave Zoorullo,Parking,7A+,1,5
B18-L2,Techos,7A,1,5
hiena,Arrastradero,7B+,1,0
yoga+,Techos,7B,1,5
linea en zig zag,Unknown Crag,7A,1,5
el colorazo,Unknown Crag,7A+,1,3
Porco fleiva,La fuente,7A+,1,0
B12 L2,Unknown Crag,6B,1,3
B15 L3,Unknown Crag,6B+,1,0
trave lagrima,Arrastradero,7A,1,5
último esterdor,Arrastradero,7A+,1,0
El ultimo pegue,Techos,7A,1,3
Darío y blondie,Parking,4A,1,3
ENA-B6-L1,Belleza,6B+,1,3
N.N.,arrastradero (techo yacutsi),7A,1,5
Bender el que ofende,La fuente,6A,1,0
PSI-B7-L2,Unknown Crag,6A+,1,0
Tasllomarás,Entre aguas,6B+,1,3
Doctor Zoigberg,La fuente,7B,1,5
La Lagrima sit,Unknown Crag,7A,1,5
El tres ???,Techos,6A,1,0
Tma B27L2,Tierra media,7A+,1,5
TmaB50-L2,Tierra media,7A+,1,5
La bragoeta de mi tutú,Unknown Crag,7A,1,1
TEC-B17_L5,Techos,6B,1,3
TEC-B22_L1,Techos,6A,1,0
long john,Cabrerizo,7A,1,0
"Papion ""Saliendo x la izq""",Unknown Crag,7C+,1,0
Yosemite,Entre aguas,7A,1,0
Placa Hombro,Entre aguas,7A,1,0
Kyra,Arrastradero,3C,1,5
Entre dos tierras,Arrastradero,6A,1,3
ARR-B18-L1,Arrastradero,5C,1,0
Kortatu,Arrastradero,5C,1,0
Chrisis de inversion,Arrastradero,7C+,1,0
Confesión,Unknown Crag,6C,1,0
Helicopters traverse,Techos,8A,1,0
M.Periñan,Arrastradero,6C,1,0
B2,Unknown Crag,6A+,1,0
Borda campues,Unknown Crag,6A,1,0
zooruyo,sector parquin,6C+,1,0
la letrina direct,parquin,6C+,1,0
la lavajilladora,Mezquita,7B+,1,0
Tiros raros,Mezquita,7B+,1,0
El gorro direct,La fuente,7A+,1,0
Rasante pal mutanta (La rampa),Entre aguas,7B,1,0
La trav del techos,Techos,7B+,1,0
Tanca la dorta,Unknown Crag,6B,1,0
PAR-B6-L1,Unknown Crag,6A,1,0
Laf -B3- L12,La fuente,6C,1,0
ARR-B99-L2,Arrastradero,7A,1,3
Por la boca muere el per,La fuente,7A,1,1
Palpant,Cabrezio,7B+,1,0
Duble mantel,Techos,7A+,1,5
Eguzkitxoko,Unknown Crag,8A+,1,3
Jumper,Belleza,7B+,1,0
TEC-B12-L3,Unknown Crag,6B,1,0
ARR_B11_L1,Arrastradero,6A,1,0
El osero,Aeroline,7C,1,0
Mardiegrass,Arrastradero,7B,1,0
Travesía de Klem Loskot,Unknown Crag,7C+,1,0
Who stoned who,Techos,7C,1,0
TEC-11-L4,Techos,6C,1,0
astrolabio,airolain,7C,1,3
TEC-B17-L!,Techos,6A,1,0
El desperón,Arrastradero,6B,1,0
no lo se,Techos,7A,1,5
La letrina (diret),Parking,6C,1,3
Highway to heaven,Arrastradero,7C,1,0
A ciegas (la pie),Techos,6C+,1,0
Huervakoa,La fuente,6A,1,0
PEN-B17--L3,Peninsula,6C,1,0
PEN-B21-L15,Peninsula,7B,1,0
El alrequín,Peninsula,7B,1,5
Danger,Entreaguas,7A,1,5
la fuente SS,La fuente,8A,1,0
en varano,Unknown Crag,8A,1,3
Gitanik,Tierra media,7A,1,3
2 ENA-B8-L2,Unknown Crag,7A,1,0
Techo Don pepo (empeine),Cabrerizo,7C,1,0
Alcrack,Arrastradero,7A+,1,0
Ongi etorri,Parking,6C,1,5
TEH-B$·-L2,Techos,6C,1,1
TEC-B24_L4,Techos,7B,1,3
Vuelo son motor,Techos,7A,1,0
Confusion,Parquing,6C,1,0
1 COL-B21-L1,Colmenas,7B+,1,0
N.N. (Bloc 50),Tierra media,7A,1,0
ARR- B35-L3,Arrastradero,6A,1,0
N.N. (Bloc 17 n9),Parking,6C+,1,0
N.N. (Bloc 15 n2),Parking,6C+,1,0
N.N. (Bloc 14 n2),Parking,6C+,1,0
N.N. (Bloc 36 n1),Arrastradero,6A+,1,0
N.N. (Bloc 36 n2),Arrastradero,6A+,1,0
N.N. (Bloc 47 n4),Arrastradero,6A,1,5
vuelos sin motor,Unknown Crag,7A,1,5
La que no querais a mi,La fuente,4B,1,5
LAF-B16-L5,La fuente,6B,1,1
N.N. (Bloc 34),Entre aguas,6B+,1,3
Zombie Nation (After break),Unknown Crag,8A+,1,0
zarza mora,Unknown Crag,7A,1,5
boys don't cry direct,Techos,7A+,1,3
Si no lloras no mamas,Techos,7A,1,5
Tiro al bidedo,Techos 1,7A+,1,1
L'ULTIMO,Arrastradero,6B+,1,3
a la derecha de eclipse,Unknown Crag,7C+,1,0
fontenblistico,Unknown Crag,7B,1,0
PEN-B1-L6,Unknown Crag,7A,1,5
incha,Unknown Crag,8A,1,5
Campusino,Unknown Crag,6C,1,5
Los triceps de Jimmy,Unknown Crag,7A,1,3
B8-L1,Techos,6A+,1,5
B11-L3,Techos,6A,1,3
B11-L4,Techos,6C,1,5
B19-L2,Techos,6C+,1,5
Warm Up,Bezas,6A,1,5
Valkiria stand,Cabrerizo,7B+,1,5
par-b1-Lb,Parking,7A,1,5
lafuente b14-f,La fuente,7A,1,0
el principio de heissenberg,La fuente,7A,1,3
metodo bizamo,Cabrerizo,6C,1,0
arr-b30-f,Arrastradero,6C,1,0
N.N.,Entre Tierras,7A+,1,3
La plaforrada,Arrastradero,6C,1,5
Derecha de rompeombros,Techos,7B,1,0
El corner,Tierra media,6B,1,0
la tumba,Techos,7A+,1,0
La traversia,La fuente,6B+,1,0
Mental mantle,Unknown Crag,7A,1,0
TEC-B13-L1,Techos,6C,1,3
TEC B41 L3,Techos,6B+,1,0
ARB-B63-L1,Arrastradero,6C+,1,0
Doña Alaja,Entre aguas,6C,1,0
Techos don pepo,Unknown Crag,7A,1,0
Flor de loto sds,Unknown Crag,7C,1,0
ARR-B47-L3,Arrastradero,5C,1,0
Bloque 5 línea C. La fuente,La fuente,7A,1,0
Par-B19-3+2,Parking,7C,1,0
Par b11 l2,Parking,6C+,1,0
El de los romos,Entre aguas,7A,1,0
El Jirafa Direct,Entre aguas,6C,1,0
Savassona traverse,Arrastradero,7C,1,0
25 a,Tierra media,7A,1,0
Sand storm,Unknown Crag,7A,1,0
Bloque 63 linea g,Unknown Crag,6C,1,0
LAF-B14-L5,Unknown Crag,6B,1,3
La Romareda,Arrastradero,6C,1,0
El destructor,Arrastradero,7A,1,0
La Puerta Azul,Unknown Crag,7B,1,0
"N.N. (Boulder 28, Line 1)",Tierra media,7A,1,0
Dr Zoidberg,Unknown Crag,7B+,1,0
Empeine encantando,Arrastradero,7A+,1,0
15/a,La fuente,7A,1,0
15/d,La fuente,6A,1,0
15/g,Techos,6A+,1,0
fuerteamuerte,Arrastradero,8A,1,5
Obra de Arte,Psicokiller,6A+,1,3
Sin Tacto,Psicokiller,6A,1,0
Diablo,Psicokiller,6B,1,0
Iberia summergida,Peninsula,7B,1,0
galizia ext,Unknown Crag,7B+,1,0
penb18l9,Unknown Crag,7B,1,0
vdmb30l2,Unknown Crag,7A,1,5
vdmb16l1,Unknown Crag,7A,1,0
vdmb13l6,Unknown Crag,7A,1,0
La trave de los techos,Unknown Crag,7B,1,0
Lempotrament,Arrastradero,6C,1,0
Bloque Fontaine,Arrastradero,7A,1,5
N.N. (wall),Entre aguas,6C,1,5
enab6l2,Unknown Crag,7A,1,0
enab17l7,Unknown Crag,7A,1,5
ojos,Unknown Crag,7B,1,1
langosta,Unknown Crag,7A,1,5
psib9l3,Unknown Crag,7B,1,5
psib10l4,Unknown Crag,7A,1,0
El choco chino,Arrastradero,6C+,1,0
Pussman,Astradero,7A,1,0
El pan canaro,Unknown Crag,7A,1,3
El relojo de arena,Unknown Crag,7A,1,5
Aar-b87-l3,Unknown Crag,6C,1,5
La trave negra,Unknown Crag,6C+,1,0
N.N. (Bloc 4A),Loma de la tejería,6A,1,3
La rave 2.0,Parking,7A,1,5
N.N. (Bloc 4F),Entre aguas,5A,1,0
Desperado,Entre aguas,5A,1,0
Phantasma,Mezquita,7B,1,0
Maximo Esponente,Valle de la madera,7A,1,0
Figth club,Fuente,7B+,1,0
Simba stand,Unknown Crag,7C,1,0
ARR-B57-L2,Arrastradero,6A,1,0
Desconegut,Cabrerizo,6C,1,0
El cormo,Entre aguas,7B+,1,3
Lance dos mandigas y un destino,Entre aguas,7C,1,0
El pie escondido,Bezas,6A,1,3
La Cubana,Bezas,6B,1,0
Pen-b6-lz,Peninsula,7A+,1,0
fontenebelistico,La fuente,7B,1,0
con el mantel en el holsillo,La fuente,7A,1,0
techo don pepo para le isquierda,Cabrerizo,7C,1,5
La morrena,Parking Sector,6C,1,0
1. Boulder King (B4),Cabrerizo,6A,1,0
2. CAB-B7-L2,Cabrerizo,4A,1,0
5. ENA-B1-L5,Entre aguas,6C,1,5
2 TEC-B23-L2,Techos,6B,1,1
1 1880,Unknown Crag,6B,1,0
LAF-B16-L4,Fuente,6B,1,3
Lance de enfrente de La fuente,La fuente,6C,1,3
1. Pilas Chinas Direct,La fuente,6B+,1,5
1. PSI-B8-L1,Psicokiller,6B,1,3
6. PSI-B1-L6,Psicokiller,6B,1,3
5. PAR-B9-L5,Parking,3A,1,5
1. TEC-B22-L1,Techos,6A,1,5
3. TEC-B22-L3,Techos,5C,1,5
11 PSI-B3-L11,Psicokiller,6C+,1,3
1. Primer mantel (B7),La fuente,6A,1,0
El portero invisible,Unknown Crag,7A+,1,1
Gorrillaz,Techos,7A,1,0
derecha de techo de don pepo,Cabrerizo,7C,1,0
proyecto misa,Unknown Crag,7B,1,0
izquierda aquelarre,Unknown Crag,7B,1,0
El enano de los cepillos,Arrastradero,7B,1,0
Trave del minivarano,Arrastradero,7B,1,0
el bidedo,Tierra media,7B+,1,0
derecha de la techo de menos,Arrastradero,7A,1,5
the crux,Techos,7B,1,0
il plá,Techos,7B+,1,0
Éomer,Tierra media,7A,1,0
El Duende de los cepillos,arrastra,7B,1,5
Pegado al arbol,Valle de la madera,7A,1,1
VDM-B35-L5,Acantilados,7A,1,3
Gruyere,Arrastradero,6C,1,3
Los chinos,Arrastradero,6A,1,3
La retrina (direct),Parking,6C,1,5
El techo do Pepo,Cabrerizo,7A,1,3
PSI-B1-L5,Unknown Crag,6B,1,5
Trave de Nacho,Arrastradero,7B+,1,0
PEN-B9-L1,Peninsula,4B,1,0
Variate de Redil,Entre aguas,7A,1,3
8b.,La fuente,5C,1,0
Cangiburguer,Unknown Crag,7B+,1,0
zooryo,Unknown Crag,7A,1,5
Asalta tombas,Unknown Crag,6C+,1,0
El Graduado,Unknown Crag,6C,1,0
Anal Prosa,Unknown Crag,7C+,1,0
TEC-B24-L4 (sit),Unknown Crag,7C,1,0
Dos mandingos y un destino,Unknown Crag,7B,1,3
Arenisca Crazy,Unknown Crag,7B,1,1
Old School,Unknown Crag,7B+,1,0
una meada cuesta abajo,Arrastradero,7B+,1,0
techo enfrente,Arrastradero,7A,1,0
N.N. (Boulder 3 e),Psicokiller,6B+,1,0
N.N. (Boulder 46 a),Arrastradero,6A,1,0
N.N. (Boulder 35 b),Arrastradero,5C,1,0
Salida Fina,Arrastarninsula,6C,1,3
El succionador eskubitik,Arrastradero,7A+,1,0
Rave,Parking,7A,1,0
Scary topout,Valle de la madera,7A,1,0
PSI-B4-L1,Psicokiller,7B,1,0
El gato con batas,Techos,7A+,1,0
Dizdira (D romerias),Techos,7C,1,3
PIN-B3-L2,Pinturas,7A,1,0
popeye,Unknown Crag,6C+,1,0
mini varano,Unknown Crag,6A,1,0
El de nacho,Arrastradero,7B,1,0
Tech-B11-L3,Techos,6B,1,0
What a Fuck,La fuente,6B,1,0
Match power,Unknown Crag,7A+,1,0
Izq match power..,Unknown Crag,7A,1,0
bloque 26,Techos,6B,1,5
El reyano,Techos,7A+,1,0
sobrao de gomina,Parking,8A,1,0
sky and sand,Parking,8A+,1,0
Proceso ilusorio,Unknown Crag,7C+,1,0
dr.zoigberg,Albarrasintra / Meca,7C,1,0
Reyano,Techos,7B,1,0
TEC-B24-L4 (sit),Techos,7C,1,0
CAB-B2-L1,Techos,6A,1,5
CAB-B2-L6,Techos,6C,1,5
tiro albidedo,Techos,7A+,1,3
Gorrillaz,Unknown Crag,7A,1,0
TEC-B18_L4,Techos,3A,1,1
Bloque 22-2,Techos,5C,1,5
Bloque 22-4,Techos,6A+,1,5
Techos 22-5,Techos,5C,1,5
17-3,Techos,6C,1,5
91-2,Arrastradero,6A+,1,5
PSI-8B-L10,Psicokiller,6C,1,3
Cheops,Entre aguas,4A,1,5
Murcielago direct,Unknown Crag,7B,1,0
Croquet,Tierra media,7B,1,5
PAR-B5-L5,Parking,6A+,1,5
Techos block17 nr2,Techos,7A+,1,5
Techos block17 nr1,Techos,6A,1,5
ENA-B11-L1,Unknown Crag,6B+,1,3
ARR-B87-L1,Arrastradero,6C,1,5
Los Mamardigan,Bezas,7A,1,0
Flutan Boy,Bezas,6C,1,0
Rubik,Bezas,7B,1,0
Airline,Parking,7B,1,0
ENA-B13-L2,Cabrerizo,6A,1,0
Tma-b3-l1,Tierra media,6B+,1,3
Tma B52 L3,Unknown Crag,6B,1,0
Tecb24l4,Techos,7B,1,0
Parb9l8,Parking,7B,1,0
CANGRI BURGUER,Unknown Crag,7B+,1,0
ARR-B11-L6,Arrastradero,4A,1,0
Jacuzzi Zig zag,Arrastradero,7A+,1,0
ARR-B28-L1,Unknown Crag,6A,1,0
Travesia del don pepo,Cabrerizo,7A,1,5
El retrete,Cabrerizo,6C,1,0
Tma B12 L5,Tierra media,7A,1,5
dcha de Metodo Bizarro,Cabrerizo,6C,1,0
Arrb17l1,Arrastradero,6C+,1,3
HULA HOOP,Tierra media,7C,1,0
El empiene encantado,Unknown Crag,7A+,1,5
Romoherectus,Unknown Crag,7A+,1,0
Invertados,Unknown Crag,7A+,1,3
Zaramora,Unknown Crag,7A,1,5
La Pantoja de Puert Rico,Arrastradero,7A+,1,0
CAB-B1-L4,Cabrerizo,6A,1,0
MANUSCHACRA,Unknown Crag,7C,1,0
La lagrima (standing start),Arrastradero,6C,1,5
Techo de menos,Astradero,6C,1,0
La plafonada,Astradero,6B,1,0
el pie de curtis s.s,La fuente,7B+,1,0
El supernafamacho,Techos,7B+,1,0
ultimo varano del sector techos x la izquierda,Techos,7B,1,0
Jardinderos del Liquen,Bezas,7A,1,0
N.N.,Sector Techos,7B,1,3
desplome,parquin,6C,1,3
el esperanza,Arrastradero,6C,1,1
PEN-B8-L2,Peninsula,6A,1,3
Par-B17-L9,Parquing,7A,1,3
Par-B3-L1,Parquing,6C,1,1
Par-B12-L2,Parquing,6B,1,1
Spider piig,Arrastradero,6C,1,1
Eclipse directo,Techos,7C+,1,1
1 CAB-B1-L1,Cabrerizo,6C,1,1
eclipse derecha,Techos,8A,1,3
el tey leon,Peninsula,7A+,1,1
LAF B2 L8,Unknown Crag,6B+,1,3
haz el favor,Unknown Crag,6B,1,0
Confia en mi,Tierra media,6B,1,0
LAF-B11-L6,La fuente,7B,1,0
N.N.,Aerolin,5C,1,1
El empeine encantado sit,Unknown Crag,7B,1,1
El Arequin,Unknown Crag,7B,1,0
Techo Don Pepo (por la izq),Unknown Crag,7C,1,1
Nemon nemon,Unknown Crag,7A,1,0
Zoorooyo,Unknown Crag,7A,1,3
I know why you cry,Tierra media,6C+,1,1
Serigracia,SOL,6C,1,0
par-b19-b1,Parking,6A,1,0
Cab-B2-L6,Arrastradero,6C,1,0
A l'esquerra de Techo de don Pepo,Cabrerizo,6A+,1,0
a gauche de frambuesa,Aeroline,7C,1,0
la rave trav,Aeroline,7C,1,0
oli's trav,Arrastradero,7C,1,0
manucshakra,Arrastradero,7B+,1,0
el pays de las bicicletas,Arrastradero,7A,1,0
N.N.,tierras bajas,7A+,1,0
N.N. (4a),Aeroline,6A,1,5
4f,Parking,5B,1,5
14c,Arrastradero,3A,1,5
22b,Arrastradero,6B,1,3
29b,Arrastradero,5C,1,3
b9 n°a,Parking,7A,1,0
b22 n°d,Arrastradero,7A,1,0
b25 n°c,Arrastradero,7A,1,0
b28 n°d,Arrastradero,7A,1,0
b36 n°d,Arrastradero,7A,1,0
b6 n°a,Techos,7A,1,5
sindle,Techos,6C+,1,0
b1 n°b,Techos,7A+,1,1
karmensia,SOL,7A,1,0
burgues king,Unknown Crag,7A+,1,0
El txavodel ocho,Arrastradero,6A+,1,0
Pilas Chinas,Unknown Crag,6B+,1,0
Lance de Don Peopo,Cabrerizo,7A+,1,3
Emportration,Parking,7A,1,0
Rudeman,Unknown Crag,7B+,1,0
Psicokiller direc,Unknown Crag,7B,1,0
Percebe sin conecction,Unknown Crag,7B,1,0
El reposo gaseoso sit,Unknown Crag,7B,1,0
el orgasmo de los cachas,Unknown Crag,7B,1,0
Rocman,Unknown Crag,7B,1,5
Space cawboys,Unknown Crag,7A+,1,3
Cristal,Techos,6C,1,3
El ocho Pinocjo,Unknown Crag,6B,1,0
Alea Jacta Est,Unknown Crag,7B+,1,0
Under Road,Unknown Crag,7B+,1,1
Trebuchet,Bezas,7A+,1,1
1 TEC-B34-L1,Techos,6B,1,0
N.N.,placeta,7A,1,5
Lance de Don Peppo,Cabrerizo,7A,1,0
N.N. (4a),Techos 1,6B,1,5
7d,Techos 1,6A+,1,0
7h,Techos 1,3A,1,0
7k,Techos 1,6B,1,0
13e,Techos 1,7A,1,0
N.N. (1A),Techos 2,6B,1,5
15a,Techos 2,5C,1,5
16e,Techos 2,6B,1,5
16f,Techos 2,6B,1,3
24h,Arrastradero,4A,1,5
24i,Arrastradero,5B,1,1
14b,Arrastradero,3A,1,5
39a,Arrastradero,5A,1,0
39c,Arrastradero,4A,1,5
46a,Arrastradero,6A,1,3
21c,Unknown Crag,6B+,1,5
N.N. (7c),Aeroline,7C+,1,0
N.N.,Arrastradero,6B+,1,0
Salto básico,Arrastradero,7B+,1,0
el apeador,Arrastradero,7B,1,3
el empotrament de la ment,Arrastradero,7A,1,0
ENT-B13-L2,Entreaguas,6A,1,5
ENT-B13-L4,Entreaguas,6B,1,0
Stright Apeadero sds,Unknown Crag,8A+,1,0
lance ¿?,Techos,7C,1,0
N.N.,Aeroline,6C,1,0
Tonico efeverscente,Arrastradero,7A,1,0
EMPOTRARODILLA,La fuente,7A+,1,0
El de los bidedos,Arrastradero,6C+,1,0
N.N. (Bloc 13-3 sit start),Entre aguas,6B+,1,0
La Rave Traverse,Unknown Crag,7C,1,0
Parking,Parking,7A,1,0
N.N. 3,Parking,6C,1,0
N.N. 5,Parking,5B,1,0
N.N. 7,Arrastradero,6A+,1,0
Dr Jekyl and Mr Rees,Arrastradero,6B+,1,5
N.N. 8,Techos,6B,1,0
N.N. 9,Techos,6A+,1,0
N.N. 11,Techos,3A,1,1
N.N. 12,Techos,6A,1,0
ENA-B5-L5,Entreaguas,4C,1,0
2TMA-B5-L3 Derecha.,Tierra media,7A,1,0
2TMA-B3-L2,Tierra media,7A+,1,0
El chorrazo.,La fuente,7B,1,0
B50-L3,Tierra media,6C,1,5
B53-L1,Techos,6A,1,0
B49-L1,Techos,7A+,1,0
B11-L4 (lance),La fuente,6B,1,0
el plus del autobus (pie),La fuente,6C+,1,3
Con el mantel en el bolsllo,La fuente,7A,1,0
TMA B3 L1,Tierra media,7B,1,0
ARR/B18/L8,Arrastradero,5C,1,0
PAR/B4/L4,Parking,6B,1,0
TEC/B26/Le,Techos,6A,1,0
ARR/B28/L2,Arrastradero,6A,1,5
El rompehobros,Unknown Crag,7A+,1,5
wassama,Techos,7A+,1,1
El pais de bicicletas,Unknown Crag,7A,1,0
Suicidal mantel,Unknown Crag,6C+,1,5
PAR-B19-L3,Parking,7C,1,3
la otra del don pepo,Cabrerizo,7A,1,5
NoRop.es PAR-B4-L3,Arrastradero,6C,1,0
rudeman,tekos,7B+,1,0
el enbaucador,Unknown Crag,4A,1,0
Trave de Romos,Techos,7B,1,0
ENT-B13-L4,La fuente,6B,1,3
N.N. (4d),Cabrerizo,6A+,1,0
La trave,Unknown Crag,6C,1,0
Cortapichas,Unknown Crag,7B+,1,0
dere ketamina,Tierra media,6C,1,0
Izki murcielago,Tierra media,6C,1,0
Los jaguares,Tierra Baja,6C+,1,0
Placa del Gil y roberto,Arrastradero,7B,1,1
Nikita,Entre aguas,7B,1,0
Grasshoppers,Arrastradero,7B+,1,0
plca de rakel,Techos,7B,1,0
Sueño,Techos,7C+,1,0
Campana de pie,Techos,7A+,1,0
Short Traverse,Techo don pepo,6B,1,3
TEC-B18_L6,Techos,3A,1,0
Indian Secret Garden,Indian Secret Garden,8A,1,0
Los tres cerditos,Entre Tierras,6C,1,0
Los cachas por ahi no suben,La fuente,7B,1,0
trav la bandeja del cojo,Techos,7A+,1,5
7a ido el pie,Arrastradero,7A,1,5
Super Girl,Arrastradero,7B+,1,0
TMA- B33- L3,Tierra media,7A+,1,5
Zoruyo,Parquing,7A,1,0
Par- B1-L6,Parquing,7A,1,0
Bloque 19 - PAR-B19-L3,Parking,7C,1,0
Bloque 53 - ARR-B53-L4,Arrastradero,6A,1,0
Travesía de Don Pepito,Cabrerizo,7A,1,0
Bloque 2 - LAF-B2-L7,La fuente,6C,1,0
Bloque 10 - LAF-B10-L5,La fuente,6A,1,0
Bloque 6 - PAR-B6-L2,Parking,6B+,1,0
Bloque 9 e,Entre aguas,6B+,1,0
Chicken Line,Bezas,7A,1,3
Quique Tembleque,Bezas,7B,1,3
Gozilla,Techos,7A,1,5
Leche deAlmendras,Parking,6C+,1,0
Voladura de polaina,entre tierra,6C,1,0
Mez-B12-L3,Mezquita,6B,1,0
Implicados,Parking,6B+,1,0
Placa Roja right,Entre aguas,7A+,1,0
Bender el que ofender,Unknown Crag,6A,1,0
Mantel,Unknown Crag,6B,1,0
TEC-B20-L1,Unknown Crag,6C+,1,5
El Del empeine,Dinopolis,6A,1,0
Travesia de la Vira,Dinopolis,6B,1,0
Espolon con talón,Dinopolis,6A+,1,0
El bolo del plato,Dinopolis,6B,1,0
Por ponerle un nombre,Bezas,6C+,1,5
PAR-B11_L1,Parking,6B,1,0
Arr B18 L8,Arrastradero,5C,1,0
Arr B18 L7,Arrastradero,5C,1,5
Arr B18 L5,Unknown Crag,5C,1,0
CA B2 L1,Cabrerizo,6A+,1,0
Par B19 L1,Parking,6A+,1,0
La Guillottina,Unknown Crag,7A+,1,0
El Cam Panario,Unknown Crag,7A,1,0
Parb11l2,Parking,6C+,1,3
Los presunto,Parking,6B,1,5
Emotration Ss,Parking,7A,1,0
Txanqito,Unknown Crag,6C,1,0
Txavo del ocho,Arrastradero,6A+,1,0
Cabb12l1,Cabrerizo,7A+,1,0
Roccio,Unknown Crag,7B,1,0
TMA-B-19-L3,Unknown Crag,7A,1,0
El empiene encantado(sit),Unknown Crag,7B,1,5
Emportration,Unknown Crag,7A,1,0
